Id,SalePrice
228,160652.14756235527
126,144962.80641271808
1092,209956.85501994245
1122,204276.37964476817
932,202035.6742365307
1980,96519.26713285732
2171,111157.04122975911
551,152626.70953014694
2768,178190.81186090977
2056,116737.787892363
1159,371885.5123124453
2645,108371.51472836475
1174,166534.67510261474
2266,229502.2027853649
2462,395689.5284343838
1219,143688.6248972048
2922,181627.18211026507
118,142037.86888670898
474,174001.26067878687
2576,155862.12238882913
872,275423.79243616364
1077,212238.63255714855
1536,142749.02951683573
1150,131149.44187630952
2341,312308.4284798815
1931,148680.58564554265
2785,131603.9812699064
2538,127747.11247837718
597,206819.3907952097
464,160499.12783147578
233,236789.833961515
2169,126138.31595275295
2123,158099.9472236894
1867,162304.72262585297
137,243480.50038485284
515,194507.49279160154
933,111678.67082291722
2784,161578.04290092844
972,149752.04590154017
599,172981.46273449558
2614,128236.73982437028
2582,132710.55679426738
1409,188522.69591625614
175,86769.54007732966
352,232174.93634107467
976,78848.39110071956
2134,198655.3869174441
984,106156.70729767051
2396,376346.40608011093
1673,109287.30696324592
404,127809.74380903176
607,165672.09823845126
814,148119.693975344
868,192127.27451944168
2271,183624.96820832245
1633,210289.4679302287
337,168874.0433928537
2765,107282.88492438989
1746,244495.05019865363
368,331471.8820102373
2806,199385.94858029665
1662,179312.62802532673
1234,218642.62970158082
1373,135843.24368655984
1672,112382.10695523299
1939,126683.37025762834
