Id,PID,MS SubClass,lot_frontage,lot_area,Street,Alley,Lot Shape,Overall Qual,Overall Cond,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,gr_liv_area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Misc Feature,Mo Sold,Yr Sold,Sale Type,SalePrice,total_sqft,Total Baths,Deck and Porch Sqft,House Age,Remodel Age,BasmtFin Sqft,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Central Air_Y
1044,527451290,160,21.0,1680,Pave,None,Reg,6,5,HdBoard,BrkFace,232.0,3,3,CBlock,3,3,No,ALQ,Unf,96.0,483.0,3,SBrkr,987,2,1,3,4,Typ,0,0,Detchd,1971.0,Unf,1.0,264.0,3,3,Y,None,None,7,2008,COD,85400,987,1.5,0,40,40,387.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2752,906380150,20,64.0,7488,Pave,None,IR1,7,5,VinylSd,None,0.0,4,3,PConc,4,3,Av,GLQ,Unf,815.0,1208.0,5,SBrkr,1208,2,1,4,6,Typ,0,0,Attchd,2005.0,RFn,2.0,632.0,3,3,Y,None,None,2,2006,WD ,183600,1208,2.0,163,6,6,393.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
807,906226060,70,120.0,26400,Pave,None,Reg,5,7,HdBoard,None,0.0,4,3,PConc,0,0,None,None,None,0.0,0.0,5,SBrkr,2016,4,1,3,7,Mod,1,3,Attchd,1900.0,Unf,2.0,576.0,3,3,P,None,None,6,2009,WD ,131000,2016,1.0,0,131,4,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1177,533236070,160,24.0,2645,Pave,Pave,Reg,8,5,MetalSd,BrkFace,456.0,4,3,PConc,4,3,No,GLQ,Unf,147.0,960.0,5,SBrkr,1607,3,1,4,7,Typ,0,0,Detchd,2000.0,Unf,2.0,480.0,3,3,Y,None,None,12,2008,ConLD,200000,1607,3.5,169,12,11,813.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1480,907418040,20,74.0,9627,Pave,None,Reg,7,5,VinylSd,None,0.0,4,3,PConc,4,3,Av,GLQ,Unf,1327.0,1351.0,5,SBrkr,1361,3,1,4,6,Typ,0,0,Attchd,2007.0,RFn,2.0,610.0,3,3,Y,None,None,6,2008,WD ,193000,1361,2.0,50,4,4,24.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
324,923202105,20,93.0,10114,Pave,None,Reg,5,5,VinylSd,None,0.0,3,3,PConc,5,3,Av,Unf,Unf,1430.0,1430.0,5,SBrkr,1430,3,1,4,7,Typ,0,0,Attchd,2004.0,RFn,2.0,624.0,3,3,Y,None,None,3,2010,WD ,173500,1430,2.0,0,7,6,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1311,902301140,70,34.0,4571,Pave,Grvl,Reg,5,5,AsbShng,None,0.0,3,3,BrkTil,3,3,No,Unf,Unf,624.0,624.0,2,SBrkr,1344,4,1,3,7,Typ,0,0,Detchd,1916.0,Unf,3.0,513.0,2,2,Y,None,None,5,2008,COD,98000,1344,1.0,96,95,61,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
770,905101490,20,80.0,8816,Pave,None,Reg,5,6,VinylSd,None,0.0,3,3,PConc,3,3,No,Rec,Unf,470.0,1121.0,3,SBrkr,1121,3,1,3,5,Typ,0,0,Detchd,1963.0,Unf,2.0,480.0,3,3,Y,MnPrv,None,6,2009,WD ,139000,1121,2.0,80,48,48,651.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2063,905107140,20,71.0,8197,Pave,None,Reg,6,5,Plywood,BrkFace,148.0,3,3,CBlock,3,3,No,Unf,Unf,660.0,660.0,5,SBrkr,1285,3,1,3,7,Typ,1,3,Attchd,1977.0,RFn,2.0,528.0,3,3,Y,MnPrv,None,4,2007,WD ,143500,1285,1.5,138,34,34,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
69,528458070,60,72.0,8640,Pave,None,Reg,7,5,VinylSd,None,0.0,3,3,PConc,4,3,Mn,GLQ,Unf,732.0,756.0,5,SBrkr,1547,3,1,4,7,Typ,0,0,Attchd,2009.0,Unf,2.0,614.0,3,3,Y,None,None,6,2010,Con,215200,1547,2.5,214,2,2,24.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2062,905106150,20,109.0,8724,Pave,None,Reg,5,5,VinylSd,None,0.0,3,3,CBlock,4,3,No,BLQ,Unf,402.0,894.0,4,SBrkr,894,3,1,3,5,Typ,1,1,Attchd,1968.0,Fin,2.0,450.0,3,3,Y,None,None,5,2007,WD ,129000,894,1.0,0,43,43,492.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
351,527131030,120,40.0,5664,Pave,None,IR1,8,5,CemntBd,None,0.0,4,3,PConc,4,3,No,GLQ,Unf,343.0,1501.0,5,SBrkr,1659,2,1,5,5,Typ,1,5,Attchd,2000.0,Fin,2.0,499.0,3,3,Y,None,None,10,2009,WD ,278000,1659,3.0,271,11,11,1158.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2393,528142010,60,103.0,12867,Pave,None,IR1,8,5,CemntBd,None,0.0,4,3,PConc,5,3,Av,Unf,Unf,1209.0,1209.0,5,SBrkr,2253,3,1,5,8,Typ,1,4,Attchd,2005.0,Fin,2.0,575.0,3,3,Y,None,None,7,2006,New,344133,2253,2.5,385,6,5,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
12,527165230,20,68.0,7980,Pave,None,IR1,6,7,HdBoard,None,0.0,3,4,PConc,4,3,No,ALQ,Unf,233.0,1168.0,5,SBrkr,1187,3,1,3,6,Typ,0,0,Attchd,1992.0,Fin,2.0,420.0,3,3,Y,GdPrv,Shed,3,2010,WD ,185000,1187,3.0,504,19,4,935.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
624,535104120,20,92.0,10573,Pave,None,IR1,6,6,MetalSd,BrkFace,3.0,3,3,CBlock,3,3,No,Rec,Unf,141.0,1453.0,5,SBrkr,1453,3,1,3,6,Typ,1,3,Attchd,1961.0,RFn,2.0,530.0,3,3,Y,GdPrv,None,4,2009,WD ,187500,1453,3.0,337,50,50,1312.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
86,532376160,20,65.0,8450,Pave,None,Reg,5,8,MetalSd,None,0.0,3,4,CBlock,3,3,No,GLQ,BLQ,224.0,894.0,5,SBrkr,894,3,1,3,5,Typ,1,4,Detchd,1973.0,Unf,1.0,336.0,3,3,Y,MnPrv,None,4,2010,WD ,138500,894,2.0,560,46,2,670.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1534,909277040,50,68.0,11700,Pave,Grvl,IR1,5,6,WdShing,None,0.0,3,3,CBlock,3,3,No,BLQ,Unf,336.0,942.0,5,SBrkr,1938,4,1,4,7,Min2,1,4,Detchd,1937.0,Unf,1.0,240.0,3,3,Y,None,None,7,2008,WD ,198000,1938,2.0,40,74,16,606.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2243,911103060,190,75.0,8250,Pave,None,Reg,5,6,VinylSd,None,0.0,3,4,CBlock,3,3,No,Unf,Unf,957.0,957.0,2,SBrkr,1991,4,2,3,9,Typ,0,0,None,0.0,None,0.0,0.0,0,0,N,None,None,6,2007,WD ,119600,1991,2.0,133,116,5,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1957,535450190,50,60.0,8064,Pave,None,Reg,5,7,MetalSd,None,0.0,3,4,CBlock,3,3,Mn,Unf,Unf,672.0,672.0,5,SBrkr,924,3,1,3,6,Typ,1,1,Detchd,2003.0,Unf,2.0,576.0,3,3,Y,MnPrv,Shed,7,2007,WD ,122900,924,1.0,0,62,5,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
380,527355150,20,80.0,9600,Pave,None,Reg,8,5,BrkFace,None,0.0,4,3,PConc,4,3,No,ALQ,Unf,1420.0,2524.0,3,SBrkr,2524,4,1,4,9,Typ,1,4,Attchd,1981.0,Fin,2.0,542.0,3,3,Y,MnPrv,None,7,2009,WD ,278000,2524,3.5,594,30,30,1104.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2860,909276010,70,68.0,11435,Pave,None,IR1,8,7,BrkFace,None,0.0,3,3,PConc,4,3,No,Unf,Unf,792.0,792.0,2,SBrkr,1517,3,1,4,7,Typ,2,4,Detchd,1931.0,Unf,2.0,400.0,3,3,Y,None,None,6,2006,WD ,230000,1517,1.0,0,82,61,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2517,533250130,120,30.0,9549,Pave,None,IR1,8,5,BrkFace,None,0.0,4,4,PConc,4,4,Av,LwQ,GLQ,0.0,1494.0,5,SBrkr,1494,2,1,5,6,Typ,1,4,Attchd,1995.0,Fin,2.0,481.0,3,3,Y,None,None,4,2006,WD ,270000,1494,2.5,246,16,15,1494.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1933,535302070,20,60.0,10950,Pave,None,Reg,6,6,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,ALQ,Unf,507.0,948.0,3,SBrkr,948,2,1,3,5,Typ,0,0,Detchd,1952.0,Unf,2.0,410.0,3,3,N,None,None,4,2007,WD ,125000,948,1.0,48,59,59,441.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
820,906340110,20,79.0,10637,Pave,None,Reg,8,5,VinylSd,Stone,336.0,4,3,PConc,5,3,Gd,GLQ,Unf,417.0,1705.0,5,SBrkr,1718,3,1,4,7,Typ,1,4,Attchd,2007.0,RFn,3.0,826.0,3,3,Y,None,None,9,2009,WD ,297000,1718,3.0,252,4,3,1288.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
675,535426150,20,80.0,9000,Pave,None,IR1,6,6,Wd Sdng,BrkFace,82.0,3,3,CBlock,4,3,Gd,Unf,Unf,160.0,160.0,2,SBrkr,1142,2,1,3,5,Typ,1,4,Basment,1958.0,RFn,1.0,384.0,3,3,Y,None,None,4,2009,WD ,113500,1142,1.0,92,53,53,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2910,923225240,160,41.0,2665,Pave,None,Reg,5,6,CemntBd,None,0.0,3,3,PConc,3,3,No,ALQ,Rec,36.0,757.0,5,SBrkr,1475,4,1,3,6,Typ,1,3,Attchd,1977.0,RFn,1.0,336.0,3,3,Y,None,None,7,2006,WD ,127000,1475,2.0,130,34,34,721.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
21,527358140,20,105.0,11751,Pave,None,IR1,6,6,Plywood,BrkFace,480.0,3,3,CBlock,4,3,No,BLQ,Unf,1139.0,1844.0,5,SBrkr,1844,3,1,3,7,Typ,1,3,Attchd,1977.0,RFn,2.0,546.0,3,3,Y,MnPrv,None,1,2010,COD,190000,1844,2.0,122,34,34,705.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1873,534177210,20,80.0,9600,Pave,None,Reg,7,6,HdBoard,BrkFace,320.0,3,3,CBlock,3,3,No,ALQ,Unf,326.0,1242.0,2,SBrkr,1242,3,1,3,6,Typ,1,3,Attchd,1973.0,Unf,2.0,528.0,3,3,Y,None,None,9,2007,WD ,175500,1242,1.5,0,38,38,916.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2125,907135050,20,60.0,8428,Pave,None,IR2,5,7,VinylSd,None,0.0,3,4,PConc,4,4,No,GLQ,Unf,570.0,990.0,5,SBrkr,990,3,1,3,5,Typ,0,0,Detchd,1995.0,Unf,1.0,384.0,3,3,Y,None,None,7,2007,WD ,146000,990,2.0,256,17,17,420.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
